Name,City,Venue,Quote1,Quote2,Occasion,MatchConfidence,DuplicateFlag,VenueID,FoodboardID,Cuisine,RawVenue,TranscriptFile,match_1,score_1,match_2,score_2,match_3,score_3
Kane Pollard,Adelaide,Good Gilbert,"On Goodwood Road. Tasty small plates, wicked selection of charcuterie goodness.",The wine list is insane. Tell them what you're feeling and they'll pick it for you.,,high,,venue.QVVTLkFETC4xMDAwMTc1Mw==,foodboard.PMpQJibhtO00JbpZBuR15,Contemporary Australian,Good Gilbert,Kane Pollard.docx,,,,,,
Kane Pollard,Adelaide,My Grandma Ben,"Jessie Spivey's place. Hyper seasonal produce, sustainable seafood.","A lot of pickles, a lot of ferments. A big group of amazing people.",,high,,venue.QVVTLkFETC4xMDAwMTI2NA==,foodboard.PMpQJibhtO00JbpZBuR15,Modern Australian,my grandma Ben,Kane Pollard.docx,,,,,,
Karena Armstrong,Adelaide,The Little Rickshaw (transcribed as 'Little Rick Shore'),"On the Fleurieu Peninsula. Trent Richards and the team do amazing food, awesome wine list.",,,corrected,,venue.QVVTLkFETC4xMDAwMDQxMw==,foodboard.--61Kmro3Uvf12C88YGeX,Southeast Asian,Little Rick Shore,Karena Armstrong.docx,,,,,,
Karena Armstrong,Adelaide,Dawn Patrol Coffee (transcribed as 'Dawn Patrol'),"In McLaren Vale. Coffee roastery, you can also do tastings there.",Awesome coffee. A little piccolo latte.,coffee,corrected,,venue.QVVTLkFETC4xMDAwMTg3Ng==,foodboard.--61Kmro3Uvf12C88YGeX,Coffee,Dawn Patrol,Karena Armstrong.docx,,,,,,
Karena Armstrong,Adelaide,Star House Chinese Restaurant (transcribed as 'star house'),"On Gouger Street. They do a jellyfish salad. An awesome dish, a little different.",,,corrected,,venue.QVVTLkFETC4xMDAwMDM1Mw==,foodboard.--61Kmro3Uvf12C88YGeX,Chinese,star house,Karena Armstrong.docx,,,,,,
Karena Armstrong,Adelaide,Anchovy Bandit (transcribed as 'Chovy Bandit'),"The Bandit group do such a good job. They really care about what they do, and it shows.",,,corrected,,venue.QVVTLkFETC4xMDAwMTA5OQ==,foodboard.--61Kmro3Uvf12C88YGeX,Italian | Pizza,Chovy Bandit,Karena Armstrong.docx,,,,,,
Karena Armstrong,Adelaide,Bandit Pizza and Wine (transcribed as 'Bandit pizza'),Down on Unley Road. Shane and the crew make really care about what they do.,,,corrected,,venue.QVVTLkFETC4xMDAwMTg3Nw==,foodboard.--61Kmro3Uvf12C88YGeX,Pizza | Cocktail,Bandit pizza,Karena Armstrong.docx,,,,,,
Karima Hazim,Sydney,Fratelli Paradiso (transcribed as 'For Telly Paradiso'),"In Potts Point. Nothing about that place is trying to be perfect, yet everything about it is.","Sometimes I just want to escape, and I know I can get a table.",,corrected,,venue.QVVTLk5TVy4xMDAwMjM2OA==,foodboard.DunKgvif2K31X8lJ4HfbR,Italian,For Telly Paradiso,Karima_V4_IG.docx,,,,,,
Karima Hazim,Sydney,Ham Harry & Mario (transcribed as 'Ham in Cronella'),"Owned by two Greek brothers, Harry and Mario. Best, freshest, simplest homestyle food.",Very good coffee. It stood the test of time.,coffee,corrected,,venue.QVVTLk5TVy4xMDAwNjkzNA==,foodboard.DunKgvif2K31X8lJ4HfbR,Coffee | Greek,Ham in Cronella,Karima_V4_IG.docx,,,,,,
Karima Hazim,Sydney,Gigi's Pizza Balmain (transcribed as 'Gigi's in Balmain'),"Daniel the owner has absolutely changed the game of pizza. Super thin, crispiest crust.","I judge a pizza by if I can finish the entire thing, and I can.",,corrected,,venue.QVVTLk5TVy4xMDAwNjkzNQ==,foodboard.DunKgvif2K31X8lJ4HfbR,Pizza,Gigi's in Balmain,Karima_V4_IG.docx,,,,,,
Karima Hazim,Sydney,The Dry Dock Public House and Dining Room (transcribed as 'the dry dock in Balmain'),A bar menu and a restaurant. I always get the steak frites.,They've got a hazelnut profiterole dessert that is life-changing.,,corrected,,venue.QVVTLk5TVy4xMDAwNDY5NQ==,foodboard.DunKgvif2K31X8lJ4HfbR,Modern European,the dry dock in Balmain,Karima_V4_IG.docx,,,,,,
Karima Hazim,Sydney,Faheem Fast Food Enmore (transcribed as 'fahimes'),"A Pakistani takeaway shop. Chicken tikka, big tandoor oven. Crispy, juicy, tender, smoky.",,,corrected,,venue.QVVTLk5TVy4xMDAwNjcwNQ==,foodboard.DunKgvif2K31X8lJ4HfbR,Pakistani,fahimes,Karima_V4_IG.docx,,,,,,
Karima Hazim,Sydney,Bayti Restaurant (transcribed as 'Baiti in Parramatta'),A Lebanese restaurant. On Friday and Saturday they turn into a nightclub with food.,"Live music, Lebanese singers. It is such a fun time. It's a party.",,corrected,,venue.QVVTLk5TVy4xMDAwNDIyOQ==,foodboard.DunKgvif2K31X8lJ4HfbR,Lebanese,Baiti in Parramatta,Karima_V4_IG.docx,,,,,,
Kate Moloney,Melbourne,Cheeky Monkey,"Great food, great people, great coffee, can't go wrong.",,brunch,high,,venue.QVVTLlZJQy4xMDAwNTU5NA==,foodboard.9U7hb6Mc4EMU_d8xTjR-6,Coffee,Cheeky monkey,Kate Moloney_V2.docx,,,,,,
Kate Moloney,Melbourne,A Thousand Blessings,"All in Richmond. Great food, great people, great coffee.",,brunch,high,,venue.QVVTLlZJQy4xMDAwNzM0Ng==,foodboard.9U7hb6Mc4EMU_d8xTjR-6,,a thousand blessings,Kate Moloney_V2.docx,,,,,,
Kate Moloney,Melbourne,My Oh My (transcribed as 'Mo Mo'),"In Richmond. Great food, great people, great coffee.",,brunch,corrected,,venue.QVVTLlZJQy4xMDAwNTEyMQ==,foodboard.9U7hb6Mc4EMU_d8xTjR-6,Brunch | Coffee,Mo Mo,Kate Moloney_V2.docx,,,,,,
Kate Moloney,Melbourne,Rustica Sourdough (transcribed as 'Rosico'),"In South Yarra. Great food, great people, great coffee.",,brunch,corrected,,venue.QVVTLlZJQy4xMDAwNjA4Mw==,foodboard.9U7hb6Mc4EMU_d8xTjR-6,Coffee,Rosico,Kate Moloney_V2.docx,,,,,,
Kate Moloney,Melbourne,HER (transcribed as 'her bar'),"BKK is the restaurant on level three. Modern Thai, the food's amazing. Head to the rooftop.","Great views of the city, the cocktails are so yummy.",,corrected,,venue.QVVTLlZJQy4xMDAwNjYwOQ==,foodboard.9U7hb6Mc4EMU_d8xTjR-6,European,her bar,Kate Moloney_V2.docx,,,,,,
Kate Moloney,Melbourne,BKK,"The restaurant on level three of HER. Modern Thai, the food's amazing.",,,high,,venue.QVVTLlZJQy4xMDAwNjI5MQ==,foodboard.9U7hb6Mc4EMU_d8xTjR-6,Thai,BKK,Kate Moloney_V2.docx,,,,,,
Kate Moloney,Melbourne,Good Times (transcribed as 'Good times pass the bar'),"Quick, easy. The pasta is $9, you've got so many options. You can't go wrong.",Big servings. Wait and wipe it up.,,corrected,,venue.QVVTLlZJQy4xMDAwNTE1Mg==,foodboard.9U7hb6Mc4EMU_d8xTjR-6,Pasta,Good times pass the bar,Kate Moloney_V2.docx,,,,,,
Kate Moloney,Melbourne,"lovabowl. Fitzroy North (transcribed as 'Love a bowl, victory')",I just love ice cream.,,,corrected,,venue.QVVTLlZJQy4xMDAwNzM5NA==,foodboard.9U7hb6Mc4EMU_d8xTjR-6,Acai,"Love a bowl, victory",Kate Moloney_V2.docx,,,,,,
Kate Moloney,Melbourne,Gelato Messina Richmond (transcribed as 'Messina'),"So many different flavours, but the weekly specials for me. If not, it's the bounty.",Smash an ice cream when you hangover. Milk in a hangover for me doesn't work.,,corrected,,venue.QVVTLlZJQy4xMDAwNzM5NQ==,foodboard.9U7hb6Mc4EMU_d8xTjR-6,Ice Cream,Messina,Kate Moloney_V2.docx,,,,,,
Kate Reid,Melbourne,Good Measure,The Mont Blanc. I came here on a date and discovered them all.,There's nothing better. I go there like once a week.,coffee,high,,venue.QVVTLlZJQy4xMDAwNTkxMg==,foodboard.s49D5rTaxk_jEp0XUdXxK,Coffee,Good Measure,Kate_Reid_V2_1.docx,,,,,,
Kate Reid,Melbourne,Apollo Inn (transcribed as 'Apollary'),They're exceptional.,,,corrected,,venue.QVVTLlZJQy4xMDAwNjYzNg==,foodboard.s49D5rTaxk_jEp0XUdXxK,Cocktail,Apollary,Kate_Reid_V2_1.docx,,,,,,
Kate Reid,Melbourne,The Lincoln (transcribed as 'Delinquent'),"It's the best pub in Melbourne. Their dry gin martini, 20 bucks.",,,corrected,,venue.QVVTLlZJQy4xMDAwNjE1Ng==,foodboard.s49D5rTaxk_jEp0XUdXxK,Gastropub | Australian,Delinquent,Kate_Reid_V2_1.docx,,,,,,
Kate Reid,Melbourne,Patricia Coffee Brewers (transcribed as 'Patricia'),The level of attention to detail. How much they care about the customer experience.,"Only allowed to order black or white or filter. A white, plus a cheeky sample of the filter.",coffee,corrected,,venue.QVVTLlZJQy4xMDAwNjA0NA==,foodboard.s49D5rTaxk_jEp0XUdXxK,Coffee,Patricia,Kate_Reid_V2_1.docx,,,,,,
Kate Reid,Melbourne,Bistra,He's so good. The cheese is so good and the roast chicken.,,,high,,venue.z9KA8g1aIFLePkByK6cPF,foodboard.s49D5rTaxk_jEp0XUdXxK,British | French | Italian,Bistra,Kate_Reid_V2_1.docx,,,,,,
Kate Reid,Melbourne,Caretaker's Cottage (transcribed as 'Caretakers'),Best bar in Melbourne.,,,corrected,,venue.QVVTLlZJQy4xMDAwNjI2Nw==,,,Caretakers,Kate_Reid_V2_1.docx,,,,,,
Kate Reid,Melbourne,Morning Market,Classic Lune bistra. That's the product that started it all.,,,high,,venue.QVVTLlZJQy4xMDAwNjM1MQ==,foodboard.s49D5rTaxk_jEp0XUdXxK,Brunch | Coffee,Morning Market,Kate_Reid_V2_1.docx,,,,,,
Kay-Lene Tan,Melbourne,Tipo 00 (transcribed as 'Teeple Double Zero'),My favorite restaurant in Melbourne. I've never had a bad meal there.,,,corrected,,venue.QVVTLlZJQy4xMDAwNjE3Nw==,foodboard.qXM7bHvc875upfEk8GNxK,Italian,Teeple Double Zero,Kay-Lene Tan.docx,,,,,,
Kay-Lene Tan,Melbourne,Commonplace Coffee Brewers Open 365 Days (transcribed as 'Common place brewers'),Probably the best coffee in Melbourne. I might be a bit biased because it's close to where I work.,,coffee,corrected,,venue.QVVTLlZJQy4xMDAwNTg1MA==,foodboard.qXM7bHvc875upfEk8GNxK,Coffee,Common place brewers,Kay-Lene Tan.docx,,,,,,
Kay-Lene Tan,Melbourne,ShanDong MaMa (transcribed as 'Shan Dongmama'),I love dumplings. One of the best dumplings in Melbourne.,I love the mackerel dumplings. You can have it as a main course. Delicious.,,corrected,,venue.QVVTLlZJQy4xMDAwNjEwMQ==,foodboard.qXM7bHvc875upfEk8GNxK,Chinese,Shan Dongmama,Kay-Lene Tan.docx,,,,,,
Kay-Lene Tan,Melbourne,Takeaway Pizza,Really good spins on classics. A beautiful rum roasted pineapple on their pizza.,It's absolutely delicious.,,high,,venue.QVVTLlZJQy4xMDAwMzc1NA==,foodboard.qXM7bHvc875upfEk8GNxK,Pizza,Takeaway pizza,Kay-Lene Tan.docx,,,,,,
Kay-Lene Tan,Melbourne,Two Beans at Carome Estate (transcribed as 'Two beans at Karom Estate'),"In Macedon. Not a lot of food up that way, but it is a beautiful property.","Delicious brunch, really good coffee.",brunch,corrected,,venue.QVVTLlZJQy4xMDAwNjc2NQ==,foodboard.qXM7bHvc875upfEk8GNxK,,Two beans at Karom Estate,Kay-Lene Tan.docx,,,,,,
Kayla Saito,Melbourne,Flower Drum Restaurant Melbourne (transcribed as 'Flower Drum'),It's a special occasion. Very memorable.,"100 cut tofu or 1,000 cut tofu. Everything there is perfect. Service is perfect.",fine dining,corrected,,venue.QVVTLlZJQy4xMDAwMDA2NQ==,foodboard.mjyCI8zfKsvmAhy0C6QdR,Chinese | Cantonese,Flower Drum,Kayla Saito_V4.docx,,,,,,
Kayla Saito,Melbourne,Dukes Coffee Roasters (transcribed as 'Duke's'),"Really great coffee. Best atmosphere, cozy, straightforward.",It feels like you enter a different world when you go there.,coffee,corrected,,venue.QVVTLlZJQy4xMDAwNzgyMw==,foodboard.mjyCI8zfKsvmAhy0C6QdR,Australian | Coffee,Duke's,Kayla Saito_V4.docx,,,,,,
Kayla Saito,Melbourne,Jang go mama (transcribed as 'Jengo mama'),"It's like one table, some tables outside. Known for their kimbap, little rolls, sushi rice.","Their spicy fish cake is really good. Cold noodle soup, chewy noodle, cold broth.",,corrected,,venue.QVVTLlZJQy4xMDAwNjI0OQ==,foodboard.mjyCI8zfKsvmAhy0C6QdR,Korean,Jengo mama,Kayla Saito_V4.docx,,,,,,
Kayla Saito,Melbourne,Caretaker's Cottage,"Always great hospitality, always great products, always a great vibe, beautiful location.",The martini. It is the best. Their pour is simple but they've really nailed it.,,high,,venue.QVVTLlZJQy4xMDAwNTgyOQ==,foodboard.mjyCI8zfKsvmAhy0C6QdR,Cocktail,Caretaker's cottage,Kayla Saito_V4.docx,,,,,,
Kayla Saito,Melbourne,"Oriental Impression Grill Restaurant (transcribed as 'Oriental impressions, grill, restaurant')","Chinese skewers, lots of spice. I think I would have eaten a million skewers.","Go to Cardwell Cellars down the road, get a bottle of wine. BYO, it's a hack.",,corrected,,venue.QVVTLlZJQy4xMDAwNjc3MA==,foodboard.mjyCI8zfKsvmAhy0C6QdR,Chinese,"Oriental impressions, grill, restaurant",Kayla Saito_V4.docx,,,,,,
Kayla Saito,Melbourne,Cardwell Cellars (transcribed as 'carballsellers'),"Go to Cardwell Cellars down the road, get a bottle of wine.",,,corrected,,venue.QVVTLlZJQy4xMDAwNjQ2MA==,foodboard.mjyCI8zfKsvmAhy0C6QdR,Wine,carballsellers,Kayla Saito_V4.docx,,,,,,
Kayla Saito,Melbourne,B. Lucky & Sons Melbourne Central (transcribed as 'Be lucky in sums'),I get some stress out playing arcade games. Get a little cocktail in a birdie.,"I'm all about the air hockey, and also the walking dead game.",,corrected,,venue.QVVTLlZJQy4xMDAwNzg0OA==,foodboard.mjyCI8zfKsvmAhy0C6QdR,Pizza | Burger,Be lucky in sums,Kayla Saito_V4.docx,,,,,,
Keita Abe,Sydney,Restaurant 16 (transcribed as 'restaurant 16 in neutral bay'),The detail of garnish and all the stuff is really authentic Japanese. Amazing.,,,corrected,,venue.QVVTLk5TVy4xMDAwMTQwOA==,foodboard.tbEFsWLMq3n-bq4VfvtsH,Fusion,restaurant 16 in neutral bay,Keita Abe.docx,,,,,,
Keita Abe,Sydney,Cafe Cre Asion (transcribed as 'cafe creation'),They create that old macaron and a cheesecake. The coffees are amazing.,,coffee,corrected,,venue.QVVTLk5TVy4xMDAwNjUzMg==,foodboard.tbEFsWLMq3n-bq4VfvtsH,Japanese,cafe creation,Keita Abe.docx,,,,,,
Keita Abe,Sydney,Honda Sake Bar / Mino sake shop (transcribed as 'sake honda'),"In St Leonards. Very simple but really honest. Yakitori and sashimi, presentation and price.","Very reasonable, generous amount of food.",,corrected,,venue.QVVTLk5TVy4xMDAwNjY5Nw==,foodboard.tbEFsWLMq3n-bq4VfvtsH,Japanese,sake honda,Keita Abe.docx,,,,,,
Keita Abe,Sydney,Nodaya Dining Bar (transcribed as 'no dia'),In Pyrmont. More than 100 variety of Japanese whiskey. Rare stuff as well.,,,corrected,,venue.QVVTLk5TVy4xMDAwNjY5OA==,foodboard.tbEFsWLMq3n-bq4VfvtsH,Japanese,no dia,Keita Abe.docx,,,,,,
Keita Abe,Sydney,Bar Copains (transcribed as 'but fine'),In Surry Hills on Albion Street. All the passion and love into the dishes.,A little nice cute plain alleyway wine bar.,wine bar,corrected,,venue.QVVTLk5TVy4xMDAwNjMzMg==,foodboard.tbEFsWLMq3n-bq4VfvtsH,Modern European,but fine,Keita Abe.docx,,,,,,
Kenny Yong Soo Son,Sydney,Ester Restaurant (transcribed as 'it's up'),"For a restaurant to be great, it needs integrity, honesty, ethics, branding, food, service.",,,corrected,,venue.QVVTLk5TVy4xMDAwMTU0Nw==,foodboard.L2wnS9ZWe9yECYoP8nsrn,Modern Australian,it's up,Kenny Yong Soo Son.docx,,,,,,
Kenny Yong Soo Son,Sydney,Artificer Coffee (transcribed as 'out of place a coffee'),"For a cafe to be great, number one you need great coffee, number two you need people.",They have the two qualities I consider to be a great cafe.,coffee,corrected,,venue.QVVTLk5TVy4xMDAwNjQ5Ng==,foodboard.L2wnS9ZWe9yECYoP8nsrn,Coffee,out of place a coffee,Kenny Yong Soo Son.docx,,,,,,
Kenny Yong Soo Son,Sydney,Happy Chef Noodle Restaurant (transcribed as 'happy chef'),In such a street food force. Number 15 with two scoops of chili oil and one scoop of fresh chili.,Can't go wrong.,,corrected,,venue.QVVTLk5TVy4xMDAwNjE0MQ==,foodboard.L2wnS9ZWe9yECYoP8nsrn,Chinese,happy chef,Kenny Yong Soo Son.docx,,,,,,
Kenny Yong Soo Son,Sydney,The Cricketers Arms Hotel (transcribed as 'the creeks'),"Down to earth, super chill, nothing pretentious. Just great beers, great vibes.",That's what you want from a pub.,,corrected,,venue.QVVTLk5TVy4xMDAwNjYyNw==,foodboard.L2wnS9ZWe9yECYoP8nsrn,,the creeks,Kenny Yong Soo Son.docx,,,,,,
Kenny Yong Soo Son,Sydney,Hong Ha Bakery Mascot,Great bun mi and also extra chili with that.,,,fuzzy_low,,,,,pong-ha bakery,Kenny Yong Soo Son.docx,Hong Ha Bakery Mascot,64,Mon Thai Eatery,63,Clarence and V,55
Kerry Burgess,Sydney,Ho Jiak Town Hall - Junda's Playground (transcribed as 'Hojek'),"In Town Hall. Big spot, killer food, and big portions.",Their char kway teow legendary.,group dining,corrected,,venue.QVVTLk5TVy4xMDAwNDU2NA==,foodboard.iKa2CuvCwMR02yWy6S6NS,Malaysian,Hojek,Kerry Burgess V5 Overlay.docx,,,,,,
Kevin Cheng,Sydney,Jane Surry Hills,"Real Korean-Australian operation. I love the Korean fried chicken hotcakes, great coffee program.","Korean donut, the Kkwabaegi, served warm, it's so good.",coffee,fuzzy_matched,,,,Modern Australian | European,Salt deli in Surrey Hills,Kevin Cheng.docx,Jane Surry Hills,77,Reuben Hills,70,Single O Surry Hills,70
Kevin Cheng,Sydney,New Pioneer Palace Lakemba (transcribed as 'New pioneer palace'),"In Lakemba. Cantonese food, fresh seafood, lots of wines and drinks. My local.","Whole fish, steamed coral trout, XO pipi mud crabs with vermicelli in the hot pot.",,corrected,,venue.QVVTLk5TVy4xMDAwNjYzMA==,foodboard.Ad0_pt4onULz3B4Rjpmbf,Chinese,New pioneer palace,Kevin Cheng.docx,,,,,,
Kevin Cheng,Sydney,Apandim Uyghur Restaurant (transcribed as 'I'll punt in'),A restaurant in Burwood. Cuisine from East Turkestan. Cumin lamb skewers.,Handmade noodles called lugman. Bring your mates and smash all the food.,,corrected,,venue.QVVTLk5TVy4xMDAwMzk3MQ==,foodboard.Ad0_pt4onULz3B4Rjpmbf,Uyghur,I'll punt in,Kevin Cheng.docx,,,,,,
Kevin Cheng,Sydney,AN Restaurant,"When I'm hungover, I just want a big bowl of pho. Best in Sydney.","Always go for the bo dac biet, the beef combination.",,fuzzy_low,,,,,And restaurant in Bankstown,Kevin Cheng.docx,AN Restaurant,66,Abdul’s Restaurant,66,Bayti Restaurant,66
Khanh Nguyen,Sydney,Ester Restaurant (transcribed as 'That's the restaurant in Chippendale'),"The food's always delicious. A pretty casual vibe, very chilled, you always have good time.",,,corrected,,venue.QVVTLk5TVy4xMDAwMTU0Nw==,,Modern Australian,That's the restaurant in Chippendale,Khanh Nguyen.docx,,,,,,
Khanh Nguyen,Sydney,Double Tap Coffee (transcribed as 'Double tap in Marafil'),"I had a batch brew for the first time. Pair it with their chicken salad, extra egg salad and pastrami.",You're in heaven.,coffee,corrected,,venue.QVVTLk5TVy4xMDAwNjQ5NQ==,,Coffee | Sandwich/Subs,Double tap in Marafil,Khanh Nguyen.docx,,,,,,
Khanh Nguyen,Sydney,General Gordon Hotel,Fermented rice noodles layered with pork mince and mushrooms.,"Eat with fresh herbs, fried shallots on top, Vietnamese fish sauce dressing. So good.",,fuzzy_matched,,,,,Ben Gordon,Khanh Nguyen.docx,General Gordon Hotel,77,Phamish Vietnamese Restaurant,63,Covent Garden Hotel,59
Khanh Nguyen,Sydney,Wiley Park Hotel (transcribed as 'Wily Park Hotel'),A little hole in the wall that does southern Vietnamese cooking.,"Cockles, clams, Moreton Bay bugs. A lot of unique flavors, takes me back to Vietnam.",,corrected,,venue.QVVTLk5TVy4xMDAwNjkyNw==,,Asian,Wily Park Hotel,Khanh Nguyen.docx,,,,,,
Khanh Nguyen,Sydney,Marrickville Pork Roll (transcribed as 'Marafil pork roll'),"Best pork roll in the world. My order is cold-cut pork roll, extra meatballs, extra coriander, extra pate.",,,corrected,,venue.QVVTLk5TVy4xMDAwMDkwNQ==,,Vietnamese,Marafil pork roll,Khanh Nguyen.docx,,,,,,
Khanh Ong,Sydney,Joji Sydney (transcribed as 'Jodgy'),"The food's really good, the vibes are really good. A great place to have a date.",Spicy mug with an extra salt rim. Needs to be a fat salt rim.,date night,corrected,,venue.QVVTLk5TVy4xMDAwNjgwNQ==,foodboard.wY-vwxGZ8sgejcAo77g_F,Cocktail,Jodgy,Khanh Ong_V6.docx,,,,,,
Khanh Ong,Sydney,Shell House,"Especially the downstairs area, it's a little bit moodier, a little bit darker, it's cool.","If you go up to rooftop vibes, then that's your blanco.",,high,,venue.QVVTLk5TVy4xMDAwNjkyMw==,foodboard.wY-vwxGZ8sgejcAo77g_F,,Shell house,Khanh Ong_V6.docx,,,,,,
Kieran Morland,Bali,Locavore NXT (transcribed as 'Locavore in Oubud'),Attention to detail. There's so much work that goes into that restaurant.,I really love that place.,,corrected,,venue.SU5ELkJBTEkuMTAwMDMzMzY=,foodboard.5GMy7sqTcMt_p8FexL4zH,Contemporary European,Locavore in Oubud,Kieran Morland.docx,,,,,,
Kieran Morland,Bali,Tanamera Coffee & Roastery Sunset Road (transcribed as 'Tanamera in Samignac'),"On Sunset Road. Indonesian coffee beans. The best coffee in Bali, in my opinion.",,coffee,corrected,,venue.SU5ELkJBTEkuMTAwMDM0MjU=,foodboard.5GMy7sqTcMt_p8FexL4zH,,Tanamera in Samignac,Kieran Morland.docx,,,,,,
Kieran Morland,Bali,Don Fernando,"An Argentinian steakhouse. Family-owned restaurant, little 30-seater.","Sitting around the bar, watching the show. They use some amazing cuts.",,high,,venue.SU5ELkJBTEkuMTAwMDIzNzE=,foodboard.5GMy7sqTcMt_p8FexL4zH,Argentinian,Don Fernando,Kieran Morland.docx,,,,,,
